source,source_type,target,target_type
AT1G23800,gene,AT5G64370,gene
AT1G65960,gene,AT1G23800,gene
AT1G31670,gene,AT1G23800,gene
AT4G04320,gene,AT2G14170,gene
AT4G20930,gene,AT2G14170,gene
AT1G06550,gene,AT4G20930,gene
AT4G16210,gene,AT1G06550,gene
AT1G23800,gene,AT1G65840,gene
AT1G23800,gene,AT1G65840,gene
AT1G31670,gene,AT1G65840,gene
AT1G31670,gene,AT1G65840,gene
AT5G13700,gene,AT1G65840,gene
AT5G13700,gene,AT4G29720,gene
AT5G13700,gene,AT1G65840,gene
AT4G29720,gene,AT1G65840,gene
AT1G23800,gene,AT4G29720,gene
AT1G31670,gene,AT4G29720,gene
AT1G65840,gene,AT4G29720,gene
AT4G16210,gene,AT1G06290,gene
AT1G65960,gene,AT1G69820,gene
AT2G38670,gene,AT1G13560,gene
AT5G49810,gene,AT3G55400,gene
AT5G49810,gene,AT3G03780,gene
AT5G49810,gene,AT1G64660,gene
AT3G55400,gene,AT3G03780,gene
AT3G55400,gene,AT1G64660,gene
AT3G03780,gene,AT1G64660,gene
AT1G64660,gene,AT2G17420,gene
AT2G17420,gene,AT1G08490,gene
AT1G33320,gene,AT1G08490,gene
AT3G57050,gene,AT1G33320,gene
AT3G03780,gene,AT3G57050,gene
AT1G69820,gene,AT5G22300,gene
AT3G61440,gene,AT5G22300,gene
AT1G69820,gene,AT3G61440,gene
AT5G22300,gene,AT3G16150,gene
AT1G69820,gene,AT5G22300,gene
AT3G61440,gene,AT5G22300,gene
AT3G16150,gene,AT5G22300,gene
AT5G22300,gene,AT5G22300,gene
AT1G02850,gene,AT1G73050,gene
AT1G73050,gene,AT3G61440,gene
AT1G02850,gene,AT1G02850,gene
AT1G44790,gene,AT1G69820,gene
AT1G44790,gene,AT5G37830,gene
AT5G37830,gene,AT1G44790,gene
AT5G37830,gene,AT1G69820,gene
AT5G37830,gene,AT4G23100,gene
AT1G69820,gene,AT4G23100,gene
AT5G27380,gene,AT4G23100,gene
AT5G27380,gene,AT1G44790,gene
AT4G23100,gene,AT1G44790,gene
AT1G44790,gene,AT4G23100,gene
AT1G44790,gene,AT1G63770,gene
AT4G23100,gene,AT1G63770,gene
AT1G63770,gene,AT1G69820,gene
AT1G63770,gene,AT1G69820,gene
AT5G27380,gene,AT1G63770,gene
AT1G69820,gene,AT3G24170,gene
AT1G69820,gene,AT5G27380,gene
AT1G69820,gene,AT1G02920,gene
AT1G69820,gene,AT1G63460,gene
AT1G69820,gene,AT1G19550,gene
AT1G69820,gene,AT3G24170,gene
AT1G69820,gene,AT5G27380,gene
AT1G69820,gene,AT1G02920,gene
AT1G69820,gene,AT1G63460,gene
AT1G69820,gene,AT1G19550,gene
AT3G24170,gene,AT5G27380,gene
AT3G24170,gene,AT1G02920,gene
AT5G27380,gene,AT1G02920,gene
AT5G27380,gene,AT1G63460,gene
AT5G27380,gene,AT1G19550,gene
AT1G02920,gene,AT1G63460,gene
AT1G02920,gene,AT1G19550,gene
AT1G02920,gene,AT1G69820,gene
AT1G69820,gene,AT1G63770,gene
AT1G69820,gene,AT2G24200,gene
AT1G69820,gene,AT2G24200,gene
AT2G24200,gene,AT1G44790,gene
AT2G24200,gene,AT4G23100,gene
AT2G24200,gene,AT5G27380,gene
AT1G69820,gene,AT2G24200,gene
AT1G69820,gene,AT1G69820,gene
AT1G69820,gene,AT1G69820,gene
AT1G69820,gene,AT1G48130,gene
AT5G27380,gene,AT1G48130,gene
AT1G69820,gene,AT1G48130,gene
AT1G02920,gene,AT1G48130,gene
AT2G36390,gene,AT2G40840,gene
AT2G32290,gene,AT2G40840,gene
AT2G36390,gene,AT2G32290,gene
AT2G32290,gene,AT2G40840,gene
AT2G32290,gene,AT5G11720,gene
AT1G06410,gene,AT1G06410,gene
AT1G06410,gene,AT4G24040,gene
AT2G36390,gene,AT1G11720,gene
AT1G05610,gene,AT1G11720,gene
AT1G11720,gene,AT4G11980,gene
AT1G47840,gene,AT4G24620,gene
AT1G06020,gene,AT4G24620,gene
AT1G23190,gene,AT4G24620,gene
AT1G23190,gene,AT1G47840,gene
AT1G47840,gene,AT4G24620,gene
AT1G02850,gene,AT1G02800,gene
AT1G51420,gene,AT1G73370,gene
AT1G12240,gene,AT1G51420,gene
AT5G11720,gene,AT1G51420,gene
AT1G12240,gene,AT1G73370,gene
AT5G11720,gene,AT1G73370,gene
AT1G51420,gene,AT1G04920,gene
AT3G03250,gene,AT1G06410,gene
AT4G29680,gene,AT1G06410,gene
AT1G73370,gene,AT1G06410,gene
AT1G04920,gene,AT1G06410,gene
AT1G73370,gene,AT3G03250,gene
AT1G04920,gene,AT3G03250,gene
AT1G73370,gene,AT4G29680,gene
AT1G04920,gene,AT4G29680,gene
AT1G73370,gene,AT1G04920,gene
AT3G03250,gene,AT1G05610,gene
AT3G03250,gene,AT4G11980,gene
AT3G03250,gene,AT2G40840,gene
AT3G03250,gene,AT1G23190,gene
AT1G05610,gene,AT2G40840,gene
AT1G05610,gene,AT1G23190,gene
AT4G29680,gene,AT1G05610,gene
AT2G40840,gene,AT4G11980,gene
AT1G23190,gene,AT4G11980,gene
AT4G29680,gene,AT4G11980,gene
AT1G23190,gene,AT2G40840,gene
AT4G29680,gene,AT2G40840,gene
AT4G29680,gene,AT1G23190,gene
AT1G12240,gene,AT5G11720,gene
AT1G12240,gene,AT1G06020,gene
AT1G12240,gene,AT1G47840,gene
AT5G11720,gene,AT1G06020,gene
AT5G11720,gene,AT1G47840,gene
AT1G12240,gene,AT1G06020,gene
AT1G12240,gene,AT1G47840,gene
AT1G03310,gene,AT2G32290,gene
AT1G03310,gene,AT2G40840,gene
AT1G03310,gene,AT2G36390,gene
AT1G03310,gene,AT2G32290,gene
AT2G32290,gene,AT2G40840,gene
AT2G32290,gene,AT5G11720,gene
AT1G02800,gene,AT1G02850,gene
AT1G02850,gene,AT1G11820,gene
AT1G02850,gene,AT5G11720,gene
AT1G02850,gene,AT1G12240,gene
AT1G02850,gene,AT1G11820,gene
AT1G02850,gene,AT5G11720,gene
AT1G02850,gene,AT1G12240,gene
AT1G02850,gene,AT1G11820,gene
AT1G02850,gene,AT5G11720,gene
AT1G02850,gene,AT1G12240,gene
AT1G11820,gene,AT5G11720,gene
AT1G11820,gene,AT1G12240,gene
AT1G69830,gene,AT2G40840,gene
AT1G69830,gene,AT5G11720,gene
AT1G69830,gene,AT2G32290,gene
AT2G32290,gene,AT1G69830,gene
AT1G69830,gene,AT1G03310,gene
AT1G69830,gene,AT1G03310,gene
AT1G69830,gene,AT2G36390,gene
AT1G69830,gene,AT2G40840,gene
AT2G40840,gene,AT1G69830,gene
AT1G69830,gene,AT5G11720,gene
AT2G40840,gene,AT1G11720,gene
AT2G40840,gene,AT2G36390,gene
AT2G40840,gene,AT5G11720,gene
AT1G32900,gene,AT3G03250,gene
AT1G32900,gene,AT4G29680,gene
AT1G32900,gene,AT1G73370,gene
AT1G32900,gene,AT1G04920,gene
AT1G32900,gene,AT1G06410,gene
AT1G32900,gene,AT1G11720,gene
AT1G32900,gene,AT2G36390,gene
AT1G32900,gene,AT2G40840,gene
AT1G32900,gene,AT1G05610,gene
AT1G32900,gene,AT4G11980,gene
AT1G32900,gene,AT2G36390,gene
AT1G32900,gene,AT2G40840,gene
AT5G03080,gene,AT3G45040,gene
AT2G39630,gene,AT3G45040,gene
AT2G41490,gene,AT3G45040,gene
AT5G03080,gene,AT2G39630,gene
AT5G03080,gene,AT2G41490,gene
AT2G39630,gene,AT2G41490,gene
AT5G38460,gene,AT2G39630,gene
AT1G78800,gene,AT1G16570,gene
AT2G40190,gene,AT1G78800,gene
AT2G47760,gene,AT2G40190,gene
AT1G02145,gene,AT1G16900,gene
AT5G38460,gene,AT1G16900,gene
AT5G63840,gene,AT1G24320,gene
AT5G14950,gene,AT4G38240,gene
AT2G05320,gene,AT5G14950,gene
AT1G12990,gene,AT2G05320,gene
AT1G16900,gene,AT2G47760,gene
AT1G02145,gene,AT1G16900,gene
AT2G44660,gene,AT5G38460,gene
AT5G02410,gene,AT2G44660,gene
AT5G63840,gene,AT1G30000,gene
AT1G72590,gene,AT3G45040,gene
AT1G30000,gene,AT1G51590,gene
AT1G51590,gene,AT4G38240,gene
AT1G51590,gene,AT4G38240,gene
AT4G38240,gene,AT5G14950,gene
AT1G51590,gene,AT4G38240,gene
AT4G38240,gene,AT5G14950,gene
AT5G14950,gene,AT2G05320,gene
AT1G51590,gene,AT4G38240,gene
AT4G38240,gene,AT5G14950,gene
AT1G30000,gene,AT1G51590,gene
AT1G30000,gene,AT1G51590,gene
AT1G51590,gene,AT4G38240,gene
AT4G38240,gene,AT5G14950,gene
AT5G14950,gene,AT2G05320,gene
AT2G05320,gene,AT5G55500,gene
AT5G55500,gene,AT1G49710,gene
AT1G49710,gene,AT1G26810,gene
AT1G26810,gene,AT1G71990,gene
AT1G71990,gene,AT1G05590,gene
AT1G49710,gene,AT1G05590,gene
AT1G30000,gene,AT1G51590,gene
AT1G30000,gene,AT1G51590,gene
AT1G30000,gene,AT1G51590,gene
AT1G56680,gene,AT1G05590,gene
AT1G56680,gene,AT1G05590,gene
AT5G15770,gene,AT5G18070,gene
AT5G18070,gene,AT1G31070,gene
AT5G15770,gene,AT1G47840,gene
AT5G15770,gene,AT3G24090,gene
AT1G47840,gene,AT3G24090,gene
AT3G24090,gene,AT1G47840,gene
AT3G24090,gene,AT1G06020,gene
AT3G24090,gene,AT4G24620,gene
AT3G24090,gene,AT1G67070,gene
AT1G47840,gene,AT4G24620,gene
AT1G47840,gene,AT1G67070,gene
AT1G06020,gene,AT4G24620,gene
AT1G06020,gene,AT1G67070,gene
AT4G24620,gene,AT1G67070,gene
AT3G42850,gene,AT3G10740,gene
AT3G42850,gene,AT5G52560,gene
AT5G52560,gene,AT1G30620,gene
AT1G30620,gene,AT2G28760,gene
AT1G30620,gene,AT1G08200,gene
AT1G30620,gene,AT1G02730,gene
AT2G28760,gene,AT1G02730,gene
AT1G08200,gene,AT1G02730,gene
AT1G02730,gene,AT3G19620,gene
AT2G28760,gene,AT1G08200,gene
AT2G28760,gene,AT1G02000,gene
AT2G28760,gene,AT1G26570,gene
AT1G08200,gene,AT1G02000,gene
AT1G08200,gene,AT1G26570,gene
AT1G08200,gene,AT1G02000,gene
AT1G08200,gene,AT1G26570,gene
AT1G02000,gene,AT1G26570,gene
AT4G24620,gene,AT1G47840,gene
AT4G24620,gene,AT1G23190,gene
AT1G47840,gene,AT1G23190,gene
AT1G23190,gene,AT3G03250,gene
AT1G53500,gene,AT1G26570,gene
AT1G53500,gene,AT3G03250,gene
AT1G53500,gene,AT1G12780,gene
AT1G53500,gene,AT4G33030,gene
AT1G26570,gene,AT3G03250,gene
AT1G26570,gene,AT1G12780,gene
AT1G26570,gene,AT4G33030,gene
AT3G03250,gene,AT1G12780,gene
AT3G03250,gene,AT4G33030,gene
AT1G12780,gene,AT4G33030,gene
AT1G53500,gene,AT1G63000,gene
AT1G63000,gene,AT1G63000,gene
AT1G12780,gene,AT5G18200,gene
AT1G06780,gene,AT1G02000,gene
AT1G67070,gene,AT1G47840,gene
AT1G67070,gene,AT2G45790,gene
AT1G47840,gene,AT2G45790,gene
AT2G45790,gene,AT1G74910,gene
AT1G74910,gene,AT3G51160,gene
AT1G74910,gene,AT5G28840,gene
AT1G74910,gene,AT5G28840,gene
AT3G51160,gene,AT5G28840,gene
AT3G51160,gene,AT5G28840,gene
AT3G51160,gene,AT1G17890,gene
AT1G47840,gene,AT1G23190,gene
AT1G23190,gene,AT1G05610,gene
AT5G52560,gene,AT3G01640,gene
AT5G52560,gene,AT1G26570,gene
AT5G52560,gene,AT1G02000,gene
AT5G52560,gene,AT1G08200,gene
AT5G52560,gene,AT1G08200,gene
AT1G08200,gene,AT1G08200,gene
AT5G52560,gene,AT2G28760,gene
AT1G23190,gene,AT5G52560,gene
AT5G52560,gene,AT1G12780,gene
AT5G52560,gene,AT4G33030,gene
AT5G52560,gene,AT1G53500,gene
AT5G52560,gene,AT1G26570,gene
AT5G52560,gene,AT3G02230,gene
AT1G30620,gene,AT3G02230,gene
AT1G12780,gene,AT5G52560,gene
AT5G27730,gene,AT5G13690,gene
AT1G72990,gene,AT1G05590,gene
AT1G23800,gene,AT1G80380,gene
AT1G23800,gene,AT2G37790,gene
AT4G25840,gene,AT2G37790,gene
AT1G80460,gene,AT2G37790,gene
AT1G01610,gene,AT4G25840,gene
AT1G01610,gene,AT1G80460,gene
AT1G12640,gene,AT1G01610,gene
AT3G57140,gene,AT1G11090,gene
AT3G57140,gene,AT1G11090,gene
AT1G15080,gene,AT1G12640,gene
AT1G12640,gene,AT2G18730,gene
AT3G57140,gene,AT1G11090,gene
AT3G57140,gene,AT3G57140,gene
AT3G57140,gene,AT3G57140,gene
AT3G57140,gene,AT2G18730,gene
AT3G57140,gene,AT2G18730,gene
AT3G44830,gene,AT2G18730,gene
AT1G48300,gene,AT2G18730,gene
AT5G01220,gene,AT2G18730,gene
AT2G11810,gene,AT2G18730,gene
AT1G15080,gene,AT3G57140,gene
AT3G57140,gene,AT1G15080,gene
AT3G44830,gene,AT1G15080,gene
AT1G48300,gene,AT1G15080,gene
AT5G01220,gene,AT1G15080,gene
AT2G11810,gene,AT1G15080,gene
AT3G44830,gene,AT3G57140,gene
AT1G48300,gene,AT3G57140,gene
AT5G01220,gene,AT3G57140,gene
AT2G11810,gene,AT3G57140,gene
AT5G01220,gene,AT3G57140,gene
AT3G57140,gene,AT2G11810,gene
AT3G44830,gene,AT5G01220,gene
AT3G44830,gene,AT2G11810,gene
AT5G01220,gene,AT1G48300,gene
AT1G48300,gene,AT2G11810,gene
AT5G01220,gene,AT2G11810,gene
AT4G33030,gene,AT5G01220,gene
AT2G11810,gene,AT3G56310,gene
AT2G11810,gene,AT3G06510,gene
AT3G11670,gene,AT2G11810,gene
AT1G11090,gene,AT4G25840,gene
AT1G11090,gene,AT2G37790,gene
AT1G11090,gene,AT1G80460,gene
AT1G15080,gene,AT1G12640,gene
AT3G57140,gene,AT3G44830,gene
AT1G15080,gene,AT3G57140,gene
AT1G15080,gene,AT3G44830,gene
AT1G15080,gene,AT5G01220,gene
AT1G15080,gene,AT2G11810,gene
AT1G15080,gene,AT3G57140,gene
AT1G15080,gene,AT1G48300,gene
AT3G06510,gene,AT3G11670,gene
AT3G06510,gene,AT3G56310,gene
AT4G33030,gene,AT3G56040,gene
AT3G03520,gene,AT1G12640,gene
AT3G03520,gene,AT1G01610,gene
AT3G03520,gene,AT3G57140,gene
AT3G03520,gene,AT1G11090,gene
AT2G40116,gene,AT3G19420,gene
AT2G40116,gene,AT1G01460,gene
AT3G19420,gene,AT1G01460,gene
AT1G34260,gene,AT3G10550,gene
AT1G34260,gene,AT1G60490,gene
AT3G10550,gene,AT1G49340,gene
AT3G10550,gene,AT1G07230,gene
AT1G49340,gene,AT1G07230,gene
AT1G07230,gene,AT1G68000,gene
AT1G68000,gene,AT1G49340,gene
AT1G68000,gene,AT3G10550,gene
AT1G60490,gene,AT1G49340,gene
AT1G60490,gene,AT1G68000,gene
AT1G60490,gene,AT1G07230,gene
AT1G07230,gene,AT1G31190,gene
AT5G58730,gene,AT1G14520,gene
AT1G31190,gene,AT2G22240,gene
AT1G31190,gene,AT5G09290,gene
AT5G09290,gene,AT1G34120,gene
AT1G31190,gene,AT1G14520,gene
AT1G31190,gene,AT5G58730,gene
AT1G31190,gene,AT1G14520,gene
AT1G31190,gene,AT1G14520,gene
AT2G40116,gene,AT1G34120,gene
AT2G40116,gene,AT1G09870,gene
AT1G34120,gene,AT1G09870,gene
AT1G09870,gene,AT1G34120,gene
AT1G09870,gene,AT2G43980,gene
AT1G34120,gene,AT2G43980,gene
AT1G34120,gene,AT5G09290,gene
AT2G43980,gene,AT2G43980,gene
AT2G43980,gene,AT5G09290,gene
AT2G43980,gene,AT5G09290,gene
AT2G43980,gene,AT5G07370,gene
AT5G07370,gene,AT5G07370,gene
AT5G07370,gene,AT1G22100,gene
AT5G07370,gene,AT4G08170,gene
AT5G07370,gene,AT1G22100,gene
AT5G07370,gene,AT4G08170,gene
AT1G22100,gene,AT4G08170,gene
AT5G07370,gene,AT1G09870,gene
AT5G07370,gene,AT1G34120,gene
AT5G07370,gene,AT2G40116,gene
AT1G01460,gene,AT1G49340,gene
AT5G58730,gene,AT1G68000,gene
AT1G31190,gene,AT1G68000,gene
AT1G14520,gene,AT1G68000,gene
AT1G31190,gene,AT1G68000,gene
AT1G31190,gene,AT1G68000,gene
AT3G10550,gene,AT1G34260,gene
AT5G58730,gene,AT1G31190,gene
AT2G22240,gene,AT5G58730,gene
AT3G10550,gene,AT3G51460,gene
AT1G60490,gene,AT3G51460,gene
AT3G51460,gene,AT1G68000,gene
AT3G51460,gene,AT1G07230,gene
AT3G51460,gene,AT1G01460,gene
AT3G10550,gene,AT1G17340,gene
AT1G17340,gene,AT3G10550,gene
AT1G17340,gene,AT1G60490,gene
AT2G27340,gene,AT4G17910,gene
AT3G01380,gene,AT1G11880,gene
AT1G11880,gene,AT5G14850,gene
AT3G01380,gene,AT5G14850,gene
AT1G53710,gene,AT3G27325,gene
AT4G24730,gene,AT1G01610,gene
AT1G01610,gene,AT4G24730,gene
AT3G10370,gene,AT4G24730,gene
AT2G40690,gene,AT4G24730,gene
AT1G01610,gene,AT1G01610,gene
AT3G10370,gene,AT1G01610,gene
AT2G40690,gene,AT1G01610,gene
AT1G01610,gene,AT3G10370,gene
AT1G01610,gene,AT2G40690,gene
AT1G12640,gene,AT1G01610,gene
AT1G52570,gene,AT1G12640,gene
AT1G15080,gene,AT1G12640,gene
AT2G18730,gene,AT1G12640,gene
AT1G52570,gene,AT1G12640,gene
AT1G12640,gene,AT1G62430,gene
AT1G15080,gene,AT1G52570,gene
AT2G18730,gene,AT1G52570,gene
AT1G52570,gene,AT1G62430,gene
AT1G15080,gene,AT1G52570,gene
AT1G15080,gene,AT1G62430,gene
AT2G18730,gene,AT1G52570,gene
AT2G18730,gene,AT1G62430,gene
AT1G52570,gene,AT1G62430,gene
AT1G68000,gene,AT1G62430,gene
AT1G68000,gene,AT2G39290,gene
AT1G68000,gene,AT4G04870,gene
AT1G62430,gene,AT2G39290,gene
AT1G62430,gene,AT4G04870,gene
AT2G39290,gene,AT4G04870,gene
AT3G58830,gene,AT2G39290,gene
AT3G58830,gene,AT4G04870,gene
AT2G44810,gene,AT4G16700,gene
AT1G15110,gene,AT2G44810,gene
AT2G44810,gene,AT2G06925,gene
AT1G07230,gene,AT2G06925,gene
AT2G06925,gene,AT1G80860,gene
AT2G06925,gene,AT1G52570,gene
AT1G12640,gene,AT2G44810,gene
AT1G12640,gene,AT1G07230,gene
AT1G12640,gene,AT1G80860,gene
AT1G12640,gene,AT1G52570,gene
AT1G07230,gene,AT2G44810,gene
AT2G44810,gene,AT1G80860,gene
AT2G44810,gene,AT1G52570,gene
AT1G07230,gene,AT1G80860,gene
AT1G07230,gene,AT1G52570,gene
AT1G52570,gene,AT1G80860,gene
AT1G07230,gene,AT1G13560,gene
AT1G07230,gene,AT1G07230,gene
AT1G07230,gene,AT2G18730,gene
AT1G07230,gene,AT1G15080,gene
AT2G18730,gene,AT1G13560,gene
AT1G15080,gene,AT1G13560,gene
AT2G18730,gene,AT1G07230,gene
AT1G15080,gene,AT1G07230,gene
AT2G06925,gene,AT1G07230,gene
AT1G07230,gene,AT1G12640,gene
AT1G07230,gene,AT2G44810,gene
AT1G15110,gene,AT1G07230,gene
AT1G07230,gene,AT4G16700,gene
AT1G52570,gene,AT1G07230,gene
AT2G06925,gene,AT1G13560,gene
AT1G13560,gene,AT1G12640,gene
AT2G44810,gene,AT1G13560,gene
AT1G15110,gene,AT1G13560,gene
AT1G13560,gene,AT4G16700,gene
AT1G52570,gene,AT1G13560,gene
AT2G06925,gene,AT2G44810,gene
AT1G15110,gene,AT2G06925,gene
AT2G06925,gene,AT4G16700,gene
AT1G52570,gene,AT2G06925,gene
AT2G44810,gene,AT1G12640,gene
AT1G15110,gene,AT1G12640,gene
AT1G12640,gene,AT4G16700,gene
AT1G52570,gene,AT1G12640,gene
AT1G15110,gene,AT2G44810,gene
AT2G44810,gene,AT4G16700,gene
AT1G52570,gene,AT2G44810,gene
AT1G15110,gene,AT1G52570,gene
AT1G52570,gene,AT4G16700,gene
AT2G44810,gene,AT3G15650,gene
AT3G15650,gene,AT1G74210,gene
AT2G32260,gene,AT1G48600,gene
AT2G32260,gene,AT1G71697,gene
AT1G71697,gene,AT1G48600,gene
AT1G71697,gene,AT1G74210,gene
AT2G38670,gene,AT1G13560,gene
AT1G71697,gene,AT1G48600,gene
AT2G38670,gene,AT1G48600,gene
AT2G38670,gene,AT1G71697,gene
AT1G71697,gene,AT1G74210,gene
AT2G44810,gene,AT3G15650,gene
AT1G74210,gene,AT3G15650,gene
AT1G07230,gene,AT3G58830,gene
AT1G07230,gene,AT4G04870,gene
AT1G15080,gene,AT1G07230,gene
AT1G15080,gene,AT1G13560,gene
AT1G07230,gene,AT4G16700,gene
AT1G13560,gene,AT4G16700,gene
AT1G07230,gene,AT1G15080,gene
AT1G15080,gene,AT1G52570,gene
AT1G15080,gene,AT1G12640,gene
AT1G15080,gene,AT1G52570,gene
AT1G52570,gene,AT1G52570,gene
AT1G15080,gene,AT1G62430,gene
AT4G04870,gene,AT1G75020,gene
AT1G12640,gene,AT3G58830,gene
AT1G12640,gene,AT1G07230,gene
AT1G12640,gene,AT4G04870,gene
AT1G12640,gene,AT4G16700,gene
AT1G12640,gene,AT1G15110,gene
AT1G12640,gene,AT2G44810,gene
AT1G71697,gene,AT1G43710,gene
AT1G74210,gene,AT1G43710,gene
AT2G06925,gene,AT1G12640,gene
AT1G80950,gene,AT1G12640,gene
AT1G52570,gene,AT2G06925,gene
AT1G13560,gene,AT2G06925,gene
AT1G07230,gene,AT2G06925,gene
AT1G13560,gene,AT1G52570,gene
AT1G07230,gene,AT1G52570,gene
AT5G42150,gene,AT3G59710,gene
AT5G42150,gene,AT3G59710,gene
AT1G17420,gene,AT2G06925,gene
AT1G17420,gene,AT1G55020,gene
AT1G55020,gene,AT2G06925,gene
AT2G06925,gene,AT1G17420,gene
AT1G17420,gene,AT2G06925,gene
AT2G06925,gene,AT1G73680,gene
AT2G44810,gene,AT1G17420,gene
AT1G17420,gene,AT2G44810,gene
AT1G73680,gene,AT2G44810,gene
AT1G73680,gene,AT1G17420,gene
AT1G17420,gene,AT1G73680,gene
AT5G42650,gene,AT1G17420,gene
AT5G42650,gene,AT1G17420,gene
AT5G42650,gene,AT1G13280,gene
AT1G09400,gene,AT1G13280,gene
AT1G09400,gene,AT1G20480,gene
AT1G06290,gene,AT1G20480,gene
AT3G06860,gene,AT1G06290,gene
AT3G06860,gene,AT1G04710,gene
AT1G06290,gene,AT1G04710,gene
AT3G06860,gene,AT1G06290,gene
AT3G06860,gene,AT1G04710,gene
AT1G06290,gene,AT1G04710,gene
AT3G06860,gene,AT1G06290,gene
AT3G06860,gene,AT1G04710,gene
AT1G77120,gene,AT3G03480,gene
AT3G48780,gene,AT3G06060,gene
AT3G06060,gene,AT4G21534,gene
AT1G07380,gene,AT4G21534,gene
AT1G14290,gene,AT4G21534,gene
AT1G07380,gene,AT3G06060,gene
AT1G14290,gene,AT3G06060,gene
AT1G07380,gene,AT1G14290,gene
AT1G07380,gene,AT4G04930,gene
AT1G07380,gene,AT1G14290,gene
AT4G04930,gene,AT1G14290,gene
AT1G07380,gene,AT1G14290,gene
AT1G07380,gene,AT1G14290,gene
AT5G51290,gene,AT1G07380,gene
AT1G33700,gene,AT1G07380,gene
AT4G04930,gene,AT1G07380,gene
AT5G51290,gene,AT1G33700,gene
AT4G04930,gene,AT5G51290,gene
AT4G04930,gene,AT1G33700,gene
AT1G07380,gene,AT4G21534,gene
AT4G21534,gene,AT1G27980,gene
AT4G21534,gene,AT1G27980,gene
AT1G72990,gene,AT1G33700,gene
AT3G06060,gene,AT4G22330,gene
AT4G21534,gene,AT4G22330,gene
AT1G14290,gene,AT4G22330,gene
AT1G14290,gene,AT4G22330,gene
AT4G04930,gene,AT4G22330,gene
AT1G07380,gene,AT4G21534,gene
AT1G61050,gene,AT1G05590,gene
AT1G05590,gene,AT3G56310,gene
AT1G72990,gene,AT1G05590,gene
AT1G08110,gene,AT1G06130,gene
AT5G06580,gene,AT1G06130,gene
AT3G16910,gene,AT5G03370,gene
AT1G23800,gene,AT5G03370,gene
AT3G16910,gene,AT1G23800,gene
AT3G16910,gene,AT3G16910,gene
AT3G16910,gene,AT1G34430,gene
AT1G18500,gene,AT1G34430,gene
AT1G36160,gene,AT1G34430,gene
AT5G47720,gene,AT1G34430,gene
AT5G03860,gene,AT1G34430,gene
AT3G16910,gene,AT1G18500,gene
AT3G16910,gene,AT1G36160,gene
AT3G16910,gene,AT5G47720,gene
AT5G03860,gene,AT3G16910,gene
AT1G18500,gene,AT1G36160,gene
AT5G47720,gene,AT1G18500,gene
AT5G03860,gene,AT1G18500,gene
AT5G47720,gene,AT1G36160,gene
AT5G03860,gene,AT1G36160,gene
AT5G03860,gene,AT5G47720,gene
AT5G58330,gene,AT5G03860,gene
AT1G79750,gene,AT5G58330,gene
AT2G13560,gene,AT5G58330,gene
AT1G04410,gene,AT5G03860,gene
AT1G79750,gene,AT1G04410,gene
AT2G13560,gene,AT1G04410,gene
AT1G79750,gene,AT5G03860,gene
AT2G13560,gene,AT5G03860,gene
AT4G37870,gene,AT1G04410,gene
AT4G37870,gene,AT5G58330,gene
AT1G53310,gene,AT1G04410,gene
AT1G53310,gene,AT5G58330,gene
AT1G32440,gene,AT4G17260,gene
AT1G32440,gene,AT5G06580,gene
AT1G32440,gene,AT1G01090,gene
AT1G32440,gene,AT2G13560,gene
AT1G32440,gene,AT1G79750,gene
AT5G06580,gene,AT4G17260,gene
AT4G17260,gene,AT1G01090,gene
AT2G13560,gene,AT4G17260,gene
AT1G79750,gene,AT4G17260,gene
AT4G15530,gene,AT4G17260,gene
AT5G06580,gene,AT1G01090,gene
AT5G06580,gene,AT2G13560,gene
AT5G06580,gene,AT1G79750,gene
AT4G15530,gene,AT5G06580,gene
AT2G13560,gene,AT1G01090,gene
AT1G79750,gene,AT1G01090,gene
AT4G15530,gene,AT1G01090,gene
AT4G15530,gene,AT2G13560,gene
AT4G15530,gene,AT1G79750,gene
AT4G37870,gene,AT4G15530,gene
AT4G37870,gene,AT1G32440,gene
AT1G53310,gene,AT4G15530,gene
AT1G53310,gene,AT1G32440,gene
AT1G34430,gene,AT1G01090,gene
AT1G48030,gene,AT1G01090,gene
AT1G34430,gene,AT1G48030,gene
AT2G38860,gene,AT1G08110,gene
AT2G38860,gene,AT1G06130,gene
AT2G38860,gene,AT5G06580,gene
AT2G47510,gene,AT5G03860,gene
AT2G47510,gene,AT5G58330,gene
AT2G47510,gene,AT1G04410,gene
AT2G47510,gene,AT1G79750,gene
AT2G47510,gene,AT2G13560,gene
AT4G15530,gene,AT1G32440,gene
AT1G23800,gene,AT1G22430,gene
AT1G23800,gene,AT2G37790,gene
AT1G12550,gene,AT1G80380,gene
AT1G12550,gene,AT1G80380,gene
AT1G80380,gene,AT1G68010,gene
AT5G03860,gene,AT1G04410,gene
AT2G42790,gene,AT1G04410,gene
AT5G36700,gene,AT1G68010,gene
AT1G12550,gene,AT5G36700,gene
AT3G14130,gene,AT5G36700,gene
AT4G37550,gene,AT5G14780,gene
AT4G17360,gene,AT5G14780,gene
AT2G05710,gene,AT3G21720,gene
AT1G12550,gene,AT5G03860,gene
AT5G03860,gene,AT1G68010,gene
AT3G14130,gene,AT5G03860,gene
AT3G21720,gene,AT5G03860,gene
AT3G21720,gene,AT1G12550,gene
AT3G21720,gene,AT1G68010,gene
